Mean,MeanFiltered,Variance,VarianceFiltered,xVariance,yVariance,zVariance,xZeroCrossings,yZeroCrossings,zZeroCrossings,Peaks,PeaksFiltered,ResultantZeroCrossings,ResultantFilteredZeroCrossings,xDCComponent,yDCComponent,zDCComponent,xSpectralEnergy,ySpectralEnergy,zSpectralEnergy,TotalSpectralEnergy,xEntropy,yEntropy,zEntropy,TotalEntropy,xFFTZeroCrossings,yFFTZeroCrossings,zFFTZeroCrossings,Activity
11.084,10.502,26.459,18.615,3.069,11.07,0,11,9,0,1,3,30,24,11.29,10.25,0,409.568,10201.237,39064.827,49675.632,3896.994,150291.498,630551.061,784739.553,50,36,30,Walking
10.766,10.307,27.268,19.892,2.957,10.741,0,12,8,0,1,4,30,26,4.86,22.36,0,359.831,11447.784,25819.826,37627.441,3408.437,166208.899,396127.476,565744.812,48,33,34,Walking
10.462,10.212,16.33,13.94,3.961,5.857,0,14,8,0,3,3,29,31,1.77,14.93,0,334.75,7826.622,11315.481,19476.853,3234.551,108798.523,163965.202,275998.276,34,39,30,Walking
10.477,10.165,20.959,17.694,3.86,7.27,0,11,10,0,1,4,30,30,1.45,11.12,0,284.784,11292.716,26928.723,38506.223,2714.962,169451.925,422215.056,594381.943,40,41,34,Walking
10.572,10.279,16.216,13.457,2.383,6.659,0,11,10,0,1,2,26,22,2.48,11,0,188.532,4670.223,16916.193,21774.948,1669.273,60379.549,262782.396,324831.218,45,40,38,Walking
10.616,10.223,20.828,16.191,2.033,8.55,0,10,10,0,1,1,29,23,3.2,5.92,0,250.508,8004.658,13428.809,21683.975,2235.988,116019.633,201639.152,319894.773,42,34,34,Walking
11.211,10.917,21.841,17.924,2.89,7.851,0,9,9,0,1,1,31,25,13.31,5.99,0,294.421,7608.151,27384.118,35286.69,2704.92,108223.44,428967.774,539896.134,38,38,32,Walking
10.612,10.414,19.704,17.183,2.834,7.999,0,11,8,0,1,2,31,24,9.2,1.08,0,236.389,9094.898,17456.706,26787.993,2086.569,133229.777,256815.36,392131.706,40,37,30,Walking
9.762,9.537,20.919,17.69,1.999,7.979,0,15,10,0,1,2,26,20,8.02,28.09,0,178.399,5411.7,13098.176,18688.275,1520.82,71186.015,196953.784,269660.619,44,37,31,Walking
10.389,10.106,17.763,14.465,3.117,7.275,0,12,10,0,1,2,19,17,1.34,1.45,0,264.373,9571.461,24968.605,34804.439,2374.259,138481.578,397728.033,538583.87,43,39,29,Walking
10.818,10.537,18.246,14.94,3.568,7.887,0,13,7,0,1,2,22,20,0.95,3.86,0,366.207,15757.192,21419.864,37543.263,3487.186,246911.857,334580.763,584979.806,46,39,34,Walking
10.721,10.657,14.038,11.441,2.966,6.575,0,12,8,0,2,4,30,32,0.361,7.56,0,313.066,8096.021,23130.3,31539.387,2921.094,117314.658,364363.993,484599.745,39,40,33,Walking
10.864,10.683,21.536,18.502,3.045,14.893,0,13,12,0,1,2,31,27,3.83,17.04,0,279.574,10603.922,35453.163,46336.659,2567.05,148405.36,578581.691,729554.101,46,36,34,Walking
11.171,10.919,25.93,23.536,2.319,18.992,0,18,9,0,1,2,29,23,8.92,31.69,0,209.413,7392.544,42749.909,50351.866,1896.594,101631.133,696413.03,799940.757,50,41,27,Walking
11.741,11.515,21.31,18.426,2.043,15.454,0,17,9,0,3,2,27,25,6.66,14.61,0,254.059,10712.938,42890.745,53857.742,2297.459,165643.481,709999.57,877940.51,50,42,26,Walking
10.639,10.316,21.142,17.239,2.703,15.736,0,12,9,0,1,6,30,28,9.77,21.47,0,339.269,10421.626,53639.389,64400.284,3293.198,153653.993,888722.588,1045669.779,44,43,22,Walking
9.772,9.507,16.985,15.135,2.72,10.881,0,10,8,0,1,2,33,31,0.141,34.31,0,267.57,8592.798,19424.352,28284.72,2550.046,117983.731,309139.591,429673.368,48,36,29,Walking
11.06,10.854,14.483,13.042,2.244,6.997,0,10,9,0,1,4,28,27,0.3,14.16,0,211.872,7698.648,22480.044,30390.564,1863.14,107893.729,358675.278,468432.147,37,37,34,Walking
10.799,10.565,17.497,16.053,2.046,14.023,0,9,8,0,3,2,25,24,9.26,23.13,0,208.072,6778.911,13646.082,20633.065,1789.277,91961.066,199117.021,292867.364,48,32,37,Walking
10.867,10.749,18.008,17.531,2.262,12.162,0,12,7,0,3,4,29,27,2.27,0.279,0,229.955,10199.716,33584.776,44014.447,2071.467,145211.404,549387.249,696670.12,32,38,30,Walking
10.754,10.655,13.953,13.849,2.497,7.934,0,12,6,0,1,2,30,24,0.79,4.77,0,230.648,7716.29,11507.355,19454.293,2157.652,107165.762,167040.753,276364.167,45,39,38,Walking
10.071,9.899,18.656,16.802,3.926,13.516,0,14,7,0,2,2,23,23,3.97,5.95,0,310.683,5857.992,31340.901,37509.576,3075.231,80994.407,486568.353,570637.991,38,39,33,Walking
10.817,10.659,15.096,13.373,3.565,9.639,0,8,9,0,2,2,25,27,4.56,6.41,0,274.941,9443.703,22207.865,31926.509,2481.009,137208.817,341137.288,480827.114,43,35,34,Walking
10.269,10.168,12.795,11.745,2.242,5.565,0,8,9,0,1,5,31,29,11.99,3.36,0,191.786,6008.11,11020.757,17220.653,1675.434,79253.247,161127.248,242055.929,35,37,34,Walking
9.858,9.744,17.082,15.787,3.163,8.642,0,12,8,0,1,5,29,27,3.23,33.41,0,254.853,6516.043,9585.4,16356.296,2381.947,89345.137,137625.676,229352.76,42,31,26,Walking
10.536,10.357,17.252,15.706,2.625,10.817,0,11,7,0,1,2,29,25,5.81,7.85,0,215.575,7471.697,40085.375,47772.647,1970.18,104586.695,684150.08,790706.955,27,36,29,Walking
10.261,10.112,18.253,15.375,1.154,8.079,0,11,7,0,1,2,26,22,2.52,16.39,0,112.501,3600.519,16713.497,20426.517,836.759,44273.703,253489.082,298599.544,36,37,33,Walking
9.678,9.536,10.749,9.43,1.135,2.92,0,12,11,0,1,2,25,21,1.7,15.09,0,111.928,4692.169,5754.583,10558.68,894.315,61396.331,76556.094,138846.74,43,31,38,Walking
9.951,9.815,6.232,5.119,1.846,2.213,0,9,9,0,2,2,22,22,2.11,12.32,0,164.589,5501.187,4619.674,10285.45,1439.817,73343.32,59037.233,133820.37,49,28,33,Walking
10.524,10.36,6.801,5.792,2.141,2.805,0,10,8,0,3,4,25,33,3.66,6.74,0,197.269,7136.254,5495.289,12828.812,1733.883,97443.74,73662.643,172840.266,46,35,31,Walking
10.743,10.397,13.524,10.141,2.61,5.264,0,12,10,0,1,2,27,25,2.65,0.76,0,227.845,7354.833,9297.233,16879.911,1976.123,100803.296,135480.977,238260.396,48,33,37,Walking
11.096,10.751,15.032,12.018,3.047,5.253,0,10,8,0,1,2,28,21,14.81,10.13,0,220.014,7066.423,15776.599,23063.036,1923.024,101170.464,236308.964,339402.452,49,47,28,Walking
10.957,10.488,20.376,17.531,3.378,9.369,0,11,8,0,1,2,30,24,11.37,0,0,313.618,11336.779,29785.412,41435.809,2843.415,162199.943,461429.328,626472.686,42,36,42,Walking
10.146,9.758,24.463,21.23,3.129,9.913,0,11,8,0,1,2,33,29,9.11,32.12,0,304.107,11065.123,15115.261,26484.491,2733.98,160823.369,233157.651,396715,49,39,38,Walking
10.411,10.143,19.321,14.187,2.194,6.904,0,11,8,0,1,1,29,27,2.14,3.26,0,205.505,3918.765,27230.373,31354.643,1798.631,50084.074,440806.562,492689.267,37,39,26,Walking
11.157,10.668,25.217,16.912,2.416,8.963,0,11,10,0,2,1,30,22,2.33,24.21,0,233.424,9331.896,32425.697,41991.017,2063.828,134598.402,531495.715,668157.945,35,37,38,Walking
11.065,10.659,18.184,13.961,1.73,6.118,0,11,8,0,1,1,25,19,7.38,13.44,0,228.555,12538.709,12044.803,24812.067,1988.963,190220.38,177397.739,369607.082,48,40,30,Walking
10.51,10.081,17.984,14.137,1.919,7.822,0,11,9,0,1,1,21,19,6.33,3.12,0,204.94,7126.644,17658.778,24990.362,1760.601,98841.748,268211.101,368813.45,38,43,38,Walking
10.111,9.794,19.697,15.273,1.584,7.468,0,8,8,0,1,1,23,23,1.41,23.11,0,166.182,4276.073,12079.811,16522.066,1352.98,56383.735,177941.94,235678.655,42,39,38,Walking
10.171,9.958,14.673,11.562,1.253,4.814,0,8,9,0,1,2,25,21,1.49,6.33,0,160.172,2760.471,19385.126,22305.769,1360.603,33943.789,317932.162,353236.554,48,44,29,Walking
10.408,10.114,17.546,13.677,1.289,5.373,0,11,8,0,1,2,26,19,0.21,10.69,0,176.859,8095.819,18391.232,26663.91,1521.547,118288.317,289904.418,409714.282,48,37,37,Walking
10.559,10.207,11.31,9.094,1.599,3.719,0,12,8,0,1,2,27,23,3.64,9.45,0,239.155,6180.064,8482.135,14901.354,2093.563,87065.667,0,89159.23,43,40,42,Walking
10.54,10.198,15.964,14.048,2.176,7.017,0,11,8,0,2,2,28,24,3.41,8.34,0,308.102,11263.969,14034.039,25606.11,2819.55,163689.479,210422.383,376931.412,52,37,29,Walking
11.09,10.873,17.941,16.351,2.48,7.683,0,9,9,0,2,2,28,25,13.13,6.31,0,254.637,6722.447,26643.241,33620.325,2241.987,96880.115,416959.73,516081.832,42,40,33,Walking
10.748,10.374,18.486,15.232,2.04,7.065,0,11,8,0,2,2,30,24,10.22,5.02,0,284.015,11985.091,20036.113,32305.219,2561.904,178165.053,298675.138,479402.095,38,38,34,Walking
9.925,9.615,17.81,14.64,1.247,6.554,0,11,8,0,2,2,29,21,6.71,23.88,0,223.769,7056.86,9769.29,17049.919,1935.739,104001.24,140662.83,246599.809,47,45,38,Walking
10.246,9.985,13.592,10.559,0.962,4.642,0,11,8,0,1,2,27,25,1.9,1.61,0,106.12,4779.085,16859.74,21744.945,793.351,65026.664,258208.606,324028.621,44,37,29,Walking
10.529,10.232,19.332,15.826,1.192,6.683,0,13,9,0,3,2,27,27,2.06,11.17,0,126.92,3696.663,13160.626,16984.209,987.872,47943.695,196219.107,245150.674,41,41,41,Walking
10.938,10.62,16.706,13.46,2.468,6.198,0,12,9,0,2,2,28,30,2.08,9.3,0,248.019,9671.579,18975.78,28895.378,2189.875,141054.393,296289.762,439534.03,45,38,35,Walking
11.041,10.373,21.967,14.558,3.318,9.404,0,11,11,0,1,4,28,25,2.61,2.61,0,424.328,7430.865,24202.498,32057.691,4164.607,106169.089,383649.861,493983.557,39,42,37,Walking
10.764,10.31,19.047,13.596,2.293,8.201,0,10,8,0,1,4,28,21,8.04,8.27,0,299.478,10673.739,23447.81,34421.027,2725.298,156826.033,356424.683,515976.014,47,43,38,Walking
10.327,10.04,13.803,10.603,1.574,5.009,0,8,8,0,1,3,27,23,1.83,5.01,0,171.588,7060.244,11149.698,18381.53,1455.218,95975.563,164281.041,261711.822,36,42,40,Walking
9.752,9.497,13.999,10.595,0.939,4.443,0,13,10,0,1,3,26,23,2.8,14.4,0,124.177,4265.272,13023.037,17412.486,985.596,56928.833,201088.58,259003.009,46,42,28,Walking
10.162,9.96,9.549,7.476,1.157,4.036,0,14,10,0,1,2,19,25,0.78,1.58,0,123.298,5071.374,12809.721,18004.393,976.841,68055.194,190033.504,259065.539,41,39,33,Walking
10.508,10.254,11.471,8.528,1.249,4.817,0,12,10,0,2,4,16,22,2.39,14.59,0,126.811,3632.809,8333.058,12092.678,1024.616,47133.3,118261.821,166419.737,49,42,33,Walking
10.661,10.333,11.343,9.845,1.734,5.621,0,15,10,0,2,2,17,15,3.66,10.84,0,234.233,7213.948,19882.242,27330.423,2028.715,105030.883,320816.177,427875.775,49,43,33,Walking
10.773,10.192,16.416,13.25,1.758,8.014,0,12,10,0,1,2,19,18,5.69,6.86,0,379.814,16162.252,24342.997,40885.063,3503.29,259049.433,385632.111,648184.834,42,37,29,Walking
10.857,10.439,14.359,11.212,0.882,5.495,0,12,9,0,1,2,29,27,9.85,0.46,0,218.757,6793.495,21869.627,28881.879,1835.41,102397.749,342410.054,446643.213,47,42,27,Walking
10.758,10.331,14.561,11.436,2.288,5.522,0,13,8,0,3,2,28,27,5.47,2.28,0,274.669,11918.575,17585.707,29778.951,2426.674,177395.861,0,179822.535,44,41,34,Walking
10.054,9.687,16.875,13.557,2.456,5.71,0,9,10,0,3,2,25,23,4.9,24.64,0,279.403,8100.412,9582.364,17962.179,2459.427,118092.279,137695.287,258246.993,46,39,33,Walking
10.346,10.071,16.084,11.609,1.53,6.022,0,14,10,0,1,2,27,21,0.87,3.53,0,173.16,4848.409,23713.409,28734.978,1501.345,63752.421,375573.24,440827.006,47,41,30,Walking
10.733,10.393,19.094,13.527,1.277,7.191,0,16,8,0,1,4,24,22,3.27,11.5,0,156.913,5545.062,23783.196,29485.171,1307.808,76523.05,371682.655,449513.513,50,43,41,Walking
10.643,10.386,14.052,11.218,0.959,5.758,0,15,8,0,1,2,29,21,1.59,9.62,0,100.728,4511.676,19028.239,23640.643,778.38,59256.424,310254.931,370289.735,39,38,33,Walking
10.925,10.36,18.733,14.96,1.59,8.179,0,15,9,0,2,2,36,20,5.96,10.68,0,304.268,13137.204,18675.418,32116.89,2748.487,201749.279,285799.672,490297.438,46,40,32,Walking
10.821,10.316,17.357,14.02,1.559,6.7,0,11,8,0,2,2,31,23,6.12,10.66,0,285.07,8788.144,22438.849,31512.063,2519.122,127962.296,337614.25,468095.668,50,41,30,Walking
10.463,10.064,18.449,13.761,1.597,6.312,0,10,8,0,1,2,27,23,0,12.67,0,277.634,8673.684,12221.423,21172.741,2447.346,129593.744,183874.136,315915.226,41,44,38,Walking
10.621,10.201,28.704,23.817,1.999,10.747,0,10,9,0,1,1,30,26,1.87,6.8,0,299.159,5900.962,35215.727,41415.848,2693.746,79910.911,582316.411,664921.068,44,41,30,Walking
10.898,10.497,18.432,13.197,1.873,6.992,0,12,8,0,1,2,33,26,2.99,15.48,0,167.537,3932.162,22630.621,26730.32,1394.592,50563.485,379047.419,431005.496,39,45,38,Walking
10.815,10.307,19.895,15.145,2.123,8.408,0,10,12,0,1,2,33,23,5.81,4.53,0,277.166,10844.675,26864.818,37986.659,2508.92,158422.552,417799.745,578731.217,38,39,35,Walking
10.693,10.332,19.281,15.411,1.725,7.778,0,11,11,0,1,2,27,25,8.31,11.84,0,241.229,6983.963,20516.682,27741.874,2113.143,96543.592,306573.941,405230.676,42,44,39,Walking
10.226,9.943,15.13,12.863,1.094,6.081,0,12,11,0,1,2,31,24,0.17,5.22,0,139.602,4573.07,9919.944,14632.616,1146.096,59680.682,145032.982,205859.76,46,43,36,Walking
10.217,9.92,22.23,19.893,1.153,8.661,0,13,9,0,2,2,32,22,0.089,5.55,0,127.992,3842.746,30079.356,34050.094,1032.09,49176.947,487023.492,537232.529,42,43,30,Walking
11.024,10.636,17.624,15.205,2.84,8.159,0,10,8,0,3,2,29,21,5.06,12.58,0,282.021,7157.619,15326.162,22765.802,2565.219,101518.729,0,104083.948,37,40,44,Walking
10.806,10.295,21.915,16.255,3.072,8.493,0,11,9,0,1,2,24,16,2.3,8.58,0,299.496,17407.642,29257.484,46964.622,2734.393,272590.37,466953.99,742278.753,40,38,34,Walking
10.762,10.465,19.573,15.262,2.111,6.766,0,15,9,0,1,2,25,23,11.17,5.66,0,176.633,6852.542,20125.604,27154.779,1536.338,95331.029,300466.078,397333.445,49,41,40,Walking
10.514,10.122,18.964,14.544,2.205,8.425,0,13,8,0,1,2,29,25,2.28,0.98,0,209.228,8697.779,19845.688,28752.695,1827.265,125127.8,306565.883,433520.948,42,40,34,Walking
10.128,9.773,24.491,20.173,1.363,10.789,0,12,11,0,1,1,24,22,3.61,2.8,0,140.338,5373.035,35018.009,40531.382,1141.005,71665.999,576108.471,648915.475,44,33,26,Walking
11.1,10.474,18.988,11.869,4.31,6.711,0,13,10,0,2,4,27,23,2.83,13.98,0,338.049,10933.363,21987.166,33258.578,3126.543,166296.702,352515.879,521939.124,45,43,26,Walking
11.186,10.458,20.636,13.285,4.961,6.921,0,12,8,0,1,4,31,27,5.99,1.53,0,455.245,21032.115,18641.345,40128.705,4505.988,337821.958,286326.467,628654.413,35,39,36,Walking
10.717,10.376,16.351,13.333,1.791,5.995,0,13,9,0,1,2,29,27,7.52,8.7,0,214.072,6444.073,18111.666,24769.811,1855.606,88514.379,265563.484,355933.469,40,40,30,Walking
10.317,10.022,19.156,16.563,1.189,8.005,0,10,10,0,2,2,27,23,3.06,6.77,0,126.311,4536.035,20490.878,25153.224,1000.291,58973.367,325115.371,385089.029,46,39,38,Walking
10.227,9.973,25.509,23.058,1.153,10.669,0,11,9,0,1,1,28,24,3.39,4.06,0,120.184,5761.426,40229.326,46110.936,959.913,78260.506,662866.862,742087.281,40,35,34,Walking
10.707,10.359,16.297,11.861,1.371,6.474,0,16,8,0,1,1,30,25,3.17,12.26,0,201.848,8306,21557.667,30065.515,1741.538,118690.258,348492.887,468924.683,37,37,38,Walking
10.709,10.249,14.12,10.114,2.601,5.851,0,16,10,0,1,4,29,25,0.79,5.52,0,294.274,14933.333,17501.217,32728.824,2772.916,232973.083,263883.435,499629.434,37,43,30,Walking
10.594,10.286,10.894,8.206,2.271,4.016,0,12,11,0,1,2,23,21,4.26,5.28,0,176.773,5624.013,11765.02,17565.806,1461.642,78509.724,167851.226,247822.592,39,42,34,Walking
10.128,10.081,3.263,3.058,1.462,1.648,0,8,11,0,1,1,17,21,0.66,3.08,0,112.198,2538.794,1844.601,4495.593,965.45,31070.026,21880.058,53915.534,37,33,30,Walking
9.837,9.785,1.419,1.133,1.546,0.568,0,12,15,0,2,2,26,24,0.21,1.58,0,121.138,2789.71,1683.413,4594.261,994.767,35184.214,19536.113,55715.094,38,36,41,Walking
10.296,10.087,2.731,2.002,1.099,0.999,0,17,11,0,1,3,35,29,4.71,1.56,0,175.344,8355.298,3092.903,11623.545,1478.677,125738.981,39810.936,167028.594,33,41,31,Walking
10.22,10.035,3.16,2.32,1.549,1.417,0,14,12,0,1,3,32,32,14.38,9.94,0,191.366,6778.802,4032.307,11002.475,1586.077,99719.661,51497.737,152803.475,41,42,41,Walking
9.635,9.63,3.988,3.589,4.151,1.252,0,5,9,0,2,2,27,27,15.75,46.37,0,285.155,14887.354,3497.069,18669.578,3218.034,222055.136,45498.848,270772.018,42,31,34,Walking
9.649,9.626,6.509,6.063,4.742,1.905,0,8,7,0,4,3,29,29,20.98,26.23,0,333.41,10672.775,4861.615,15867.8,3509.585,153474.396,64839.305,221823.286,44,30,30,Walking
10.088,10.04,6.407,5.635,2.16,1.165,0,9,9,0,3,5,26,28,21.97,4.08,0,160.196,6868.137,2729.72,9758.053,1449.186,95145.972,34265.702,130860.86,37,25,34,Walking
10.226,10.194,5.154,4.536,1.414,0.6,0,9,9,0,2,5,23,23,11.9,0,0,104.977,2322.623,1206.655,3634.255,892.407,28181.127,13402.114,42475.648,39,33,32,Walking
10.352,10.359,5.738,5.489,1.296,0.604,0,15,13,0,2,3,21,29,8.28,2.52,0,106.837,2364.781,815.424,3287.042,859.581,28072.023,0,28931.604,35,32,27,Walking
10.021,10.021,6.539,6.322,0.916,0.547,0,17,13,0,4,5,17,26,3.49,1.85,0,83.458,3409.485,1711.741,5204.684,630.915,46862.992,0,47493.907,33,36,30,Walking
9.56,9.557,7.939,7.741,1.003,0.475,0,13,12,0,2,3,19,19,2.92,5.49,0,81.925,4106.134,904.661,5092.72,634.394,52561.924,9595.589,62791.907,37,30,34,Walking
9.624,9.62,8.575,8.352,0.799,0.413,0,10,13,0,2,3,17,17,1,1.77,0,66.274,3037.777,1344.657,4448.708,488.692,39475.772,15428.893,55393.357,31,38,30,Walking
9.792,9.896,1.877,0.54,0.125,0.109,0,12,16,0,2,1,41,23,4.05,2.97,0,15.575,549.785,564.188,1129.548,73.079,5505.019,5729.525,11307.623,35,40,48,Walking
9.844,9.772,1.898,0.499,0.112,0.106,0,14,19,0,3,10,42,28,3.55,1.44,0,15.956,439.66,519.898,975.514,70.342,4288.483,5104.038,9462.863,45,49,38,Walking
9.842,9.739,1.835,0.419,0.125,0.104,0,15,15,0,1,4,42,24,0.279,3.46,0,20.463,643.235,464.272,1127.97,101.324,6725.102,0,6826.426,40,44,34,Walking
9.849,9.854,2.121,0.365,0.089,0.069,0,14,13,0,1,6,41,18,0.17,2.51,0,18.637,562.485,1043.258,1624.38,98.863,5680.772,11256.954,17036.589,44,40,46,Walking
9.823,9.617,2.823,0.746,0.321,0.173,0,16,12,0,3,1,38,21,1.42,0.261,0,37.536,1026.721,1536.925,2601.182,257.359,11643.69,0,11901.049,42,38,38,Walking
9.814,9.636,2.913,0.781,0.34,0.166,0,15,11,0,3,8,39,23,2.2,1.51,0,42.223,831.718,1061.756,1935.697,297.45,9097.037,11577.935,20972.422,45,40,45,Walking
9.837,9.837,2.719,0.454,0.135,0.124,0,18,6,0,1,2,41,22,2.58,1.25,0,22.828,411.515,683.239,1117.582,136.507,3940.342,7263.869,11340.718,41,37,38,Walking
9.786,9.674,3.638,0.728,0.144,0.082,0,12,11,0,3,2,41,27,3.95,3.54,0,29.873,1187.257,609.937,1827.067,191.563,13268.158,6125.434,19585.155,33,47,42,Walking
9.768,9.5,3.82,0.893,0.197,0.06,0,13,12,0,2,8,40,25,0.85,1.52,0,34.186,1311.302,940.574,2286.062,217.465,14622.55,9909.113,24749.128,46,41,34,Walking
9.808,9.359,3.255,0.699,0.225,0.086,0,14,14,0,6,1,40,29,7.4,0.92,0,38.628,891.442,557.003,1487.073,267.986,9760.214,0,10028.2,38,39,42,Walking
9.803,9.587,2.942,0.688,0.213,0.157,0,16,14,0,3,1,39,29,3.27,0.83,0,31.425,912.38,870.093,1813.898,189.239,9919.158,0,10108.397,42,47,42,Walking
9.828,9.816,2.804,0.732,0.12,0.14,0,15,15,0,4,2,40,29,0.58,3.34,0,20.213,338.746,441.41,800.369,0,3287.135,4386.984,7674.119,34,48,35,Walking
9.826,9.582,3.523,0.949,0.205,0.123,0,14,17,0,9,3,39,25,1.38,4.13,0,36.043,659.197,521.011,1216.251,242.883,6971.116,5400.352,12614.351,34,44,44,Walking
9.8,9.367,4.185,1.032,0.187,0.279,0,14,11,0,7,2,40,27,2.82,0.86,0,31.82,688.472,478.099,1198.391,216.772,7178.521,4740.153,12135.446,39,39,41,Walking
9.814,9.646,3.614,0.778,0.062,0.093,0,16,14,0,4,6,39,23,0.63,0.96,0,19.433,758.454,1054.968,1832.855,118.712,7915.217,11439.074,19473.003,41,44,42,Walking
9.823,9.874,3.201,0.709,0.085,0.097,0,18,16,0,8,1,40,19,2.32,0.055,0,17.623,871.38,1102.782,1991.785,96.862,9033.211,0,9130.073,42,43,37,Walking
9.836,9.717,3.027,0.737,0.123,0.108,0,15,15,0,1,6,40,25,0.071,0.361,0,25.666,1068.684,313.681,1408.031,147.748,12328.895,2811.436,15288.079,37,44,41,Walking
9.851,9.544,3.1,0.719,0.12,0.103,0,14,10,0,3,2,38,25,1.42,0.045,0,25.974,1074.652,383.511,1484.137,138.991,12318.185,3624.464,16081.64,45,41,37,Walking
10.11,9.968,2.572,0.655,1.218,0.508,0,14,14,0,5,1,35,23,21.11,28.1,0,153.883,4601.213,2526.542,7281.638,1340.939,59806.994,31597.902,92745.835,37,41,38,Walking
10.205,9.991,2.624,0.577,0.766,0.323,0,17,17,0,6,8,38,27,0.44,1.84,0,153.011,8345.038,1236.929,9734.978,1538.653,113078.799,13502.903,128120.355,36,43,49,Walking
10.177,9.98,2.481,0.451,0.716,0.334,0,16,16,0,4,5,37,31,2.14,0.219,0,156.094,7459.241,2063.38,9678.715,1559.09,100801.665,24206.377,126567.132,36,45,46,Walking
10.181,10.001,2.743,0.517,0.896,0.28,0,16,19,0,3,12,38,32,0.58,0.341,0,152.986,8083.374,2247.432,10483.792,1580.235,109313.101,26044.076,136937.412,41,41,38,Walking
10.118,10.136,2.588,0.444,0.728,0.207,0,16,18,0,3,15,37,36,0.65,1.32,0,129.435,3245.593,1429.725,4804.753,1187.152,40402.812,15685.31,57275.274,38,40,41,Walking
10.128,10.212,2.516,0.396,0.429,0.267,0,13,17,0,2,9,38,35,1.66,0.379,0,125.164,2411.321,1234.062,3770.547,1150.123,29629.072,13551.226,44330.421,42,38,41,Walking
10.119,10.297,2.463,0.607,0.468,0.305,0,13,16,0,5,1,38,29,2.39,1.66,0,131.136,701.063,857.379,1689.578,1276.088,7573.396,9386.42,18235.904,40,47,44,Walking
9.882,9.592,1.726,0.577,1.758,1.817,0.314,7,16,13,9,1,44,33,17.5,34.35,11.06,162.046,4703.764,7309.662,12175.472,1445.306,62564.037,102617.041,166626.384,38,34,40,Walking
9.819,9.567,2.12,0.473,0.134,0.405,0.048,10,20,15,9,4,44,31,2.97,2.6,0.241,36.941,1391.34,2703.33,4131.611,262.429,15668.326,35035.76,50966.515,40,42,44,Walking
9.809,9.648,2.404,0.45,0.097,0.323,0.091,13,16,15,1,2,43,28,3.05,0.94,1.34,34.001,1739.142,2213.632,3986.775,225.428,20172.544,26799.72,47197.692,46,49,42,Walking
9.805,9.725,1.732,0.513,0.084,0.322,0.123,11,15,16,1,1,38,25,2.76,1.47,0.141,30.443,1318.465,1553.825,2902.733,187.774,15098.75,17835.525,33122.049,41,44,35,Walking
9.815,9.745,1.915,0.367,0.161,0.25,0.101,11,14,15,1,4,40,27,1.35,0.17,0.82,29.323,1117.559,2506.934,3653.816,177.914,12186.874,31064.255,43429.043,43,44,35,Walking
9.857,9.736,2.199,0.396,0.179,0.258,0.062,15,14,15,1,4,42,27,2.03,0.99,0.141,30.645,1175.393,3500.854,4706.892,193.98,12899.135,45957.358,59050.473,42,42,37,Walking
9.789,9.577,1.901,0.514,0.133,0.408,0.046,16,19,13,11,12,42,29,2.89,0.73,0.071,29.248,966.993,2474.106,3470.347,174.208,10438.809,31097.828,41710.845,45,41,39,Walking
9.869,9.905,2.868,0.492,0.147,0.346,0.041,11,13,6,8,2,40,33,2.56,0.99,0.65,34.222,1653.743,4579.606,6267.571,230.885,19402.679,58771.316,78404.88,44,40,37,Walking
9.866,9.927,2.685,0.421,0.15,0.248,0.116,10,11,10,5,1,40,29,3.29,0.98,0.79,34.026,1037.662,1347.008,2418.696,227.493,11172.001,15061.615,26461.109,38,38,39,Walking
9.786,9.665,1.414,0.209,0.165,0.145,0.114,16,13,18,9,12,40,23,0.161,0.23,0.44,28.766,851.288,1460.712,2340.766,165.55,9262.331,16509.843,25937.724,42,41,43,Walking
9.766,9.619,1.226,0.272,0.135,0.241,0.114,17,15,17,5,11,38,29,0.089,0,0.179,24.674,687.534,3252.923,3965.131,143.688,7311.848,41779.712,49235.248,45,46,41,Walking
9.795,9.493,2.062,0.457,1.836,1.672,0,14,6,0,1,1,38,23,5.39,44.54,0,170.49,5800.809,5957.734,11929.033,1478.06,77830.428,82629.018,161937.506,40,40,36,Walking
9.978,9.834,1.56,0.311,0.156,0.237,0,23,14,0,1,1,38,25,3.47,0.063,0,37.226,1288.685,1448.299,2774.21,235.558,14411.664,16314.65,30961.872,39,36,38,Walking
9.992,9.863,1.5,0.22,0.212,0.192,0,20,17,0,3,4,39,23,0.4,0.3,0,35.013,1165.048,4260.844,5460.905,217.465,13320.819,56861.083,70399.367,41,43,41,Walking
9.997,9.856,1.801,0.486,0.236,0.475,0,18,16,0,4,9,39,23,0.93,0.33,0,38.842,1464.464,1634.7,3138.006,255.316,16359.697,19097.703,35712.716,45,32,38,Walking
10.007,9.951,1.81,0.381,0.281,0.315,0,18,11,0,8,9,38,22,0.379,0.6,0,46.955,1872.228,2636.413,4555.596,330.654,21499.333,32173.095,54003.082,33,44,43,Walking
10.066,9.931,1.719,0.205,0.336,0.169,0,18,7,0,3,3,36,16,1.01,0.65,0,47.164,2182.774,1520.505,3750.443,330.377,25360.32,17460.83,43151.527,47,43,45,Walking
